id|cover|images|name|location|category|price|type|leilao|description|discountPercent
120|https://imagens.portalzuk.com.br/mini/2026/02/95d3f4dd65a32e03884ee7ae8f16416a.webp|https://imagens.portalzuk.com.br/mini/2026/02/95d3f4dd65a32e03884ee7ae8f16416a.webp;https://imagens.portalzuk.com.br/mini/2026/02/95d3f4dd65a32e03884ee7ae8f16416a.webp|Avenida Fabio Araujo Santos,  1145|"Avenida Fabio Araujo Santos, 1145 Apartamentos e Flats em leilão - Avenida Fabio Araujo Santos, 1145 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      184.800,00"|Apartamento||"Apartamentos e Flats em leilão - Avenida Fabio Araujo Santos, 1145 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
121|https://imagens.portalzuk.com.br/mini/2026/02/af76420a527464d2aa93c2228c2c793a.webp|https://imagens.portalzuk.com.br/mini/2026/02/af76420a527464d2aa93c2228c2c793a.webp;https://imagens.portalzuk.com.br/mini/2026/02/af76420a527464d2aa93c2228c2c793a.webp|Rua Alvaro Domingues,  45|"Rua Alvaro Domingues, 45 Apartamentos e Flats em leilão - Rua Alvaro Domingues, 45 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      158.400,00"|Apartamento||"Apartamentos e Flats em leilão - Rua Alvaro Domingues, 45 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
122|https://imagens.portalzuk.com.br/mini/2026/02/0650cae73f8e472b3efd6edfae4edfb1.webp|https://imagens.portalzuk.com.br/mini/2026/02/0650cae73f8e472b3efd6edfae4edfb1.webp;https://imagens.portalzuk.com.br/mini/2026/02/0650cae73f8e472b3efd6edfae4edfb1.webp|Rua Primeiro de Setembro,  340|"Rua Primeiro de Setembro, 340 Apartamentos e Flats em leilão - Rua Primeiro de Setembro, 340 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      179.400,00"|Apartamento||"Apartamentos e Flats em leilão - Rua Primeiro de Setembro, 340 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
123|https://imagens.portalzuk.com.br/mini/2026/02/44254f01e37fd3ca9f3ac614c707188e.webp|https://imagens.portalzuk.com.br/mini/2026/02/44254f01e37fd3ca9f3ac614c707188e.webp;https://imagens.portalzuk.com.br/mini/2026/02/44254f01e37fd3ca9f3ac614c707188e.webp|Rua Jatai, 225, Ap 208 Box 05 - Edificio Cambremont, Cristal,  225|"Rua Jatai, 225, Ap 208 Box 05 - Edificio Cambremont, Cristal, 225 Apartamentos e Flats em leilão - Rua Jatai, 225, Ap 208 Box 05 - Edificio Cambremont, Cristal, 225 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      268.000,00"|Apartamento||"Apartamentos e Flats em leilão - Rua Jatai, 225, Ap 208 Box 05 - Edificio Cambremont, Cristal, 225 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
124|https://imagens.portalzuk.com.br/mini/2026/02/152418154b68383ed65cda27dbef4d1d.webp|https://imagens.portalzuk.com.br/mini/2026/02/152418154b68383ed65cda27dbef4d1d.webp;https://imagens.portalzuk.com.br/mini/2026/02/152418154b68383ed65cda27dbef4d1d.webp|Avenida Serraria,  2222|"Avenida Serraria, 2222 Casa em leilão - Avenida Serraria, 2222 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      495.000,00"|Casa||"Casa em leilão - Avenida Serraria, 2222 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
125|https://imagens.portalzuk.com.br/mini/2026/02/ded41c4b6be6242499d0b190e6f7cd06.webp|https://imagens.portalzuk.com.br/mini/2026/02/ded41c4b6be6242499d0b190e6f7cd06.webp;https://imagens.portalzuk.com.br/mini/2026/02/ded41c4b6be6242499d0b190e6f7cd06.webp|Avenida Toledo Piza,  733|"Avenida Toledo Piza, 733 Casa em leilão - Avenida Toledo Piza, 733 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      187.600,00"|Casa||"Casa em leilão - Avenida Toledo Piza, 733 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
126|https://imagens.portalzuk.com.br/mini/2026/02/f96190de202e7d0477f0fdefd8578990.webp|https://imagens.portalzuk.com.br/mini/2026/02/f96190de202e7d0477f0fdefd8578990.webp;https://imagens.portalzuk.com.br/mini/2026/02/f96190de202e7d0477f0fdefd8578990.webp|Rua Olinda,  411|"Rua Olinda, 411 Apartamentos e Flats em leilão - Rua Olinda, 411 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      672.000,00"|Apartamento||"Apartamentos e Flats em leilão - Rua Olinda, 411 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
127|https://imagens.portalzuk.com.br/mini/2026/02/aa8d61f953a501b8e5c174835817d175.webp|https://imagens.portalzuk.com.br/mini/2026/02/aa8d61f953a501b8e5c174835817d175.webp;https://imagens.portalzuk.com.br/mini/2026/02/aa8d61f953a501b8e5c174835817d175.webp|Rua Sylvio Mottola,  122|"Rua Sylvio Mottola, 122 Casa em leilão - Rua Sylvio Mottola, 122 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|Venda|"R$
                      305.000,00"|Casa||"Casa em leilão - Rua Sylvio Mottola, 122 - Porto Alegre/RS - Banco Santander Brasil S/A | Z35533"|
128|https://image.leilaoimovel.com.br/images/73/apartamento-caixa-em-porto-alegre-rs-2435173-imovel-2435173-a02f825f19b343b92a6c6f7c204d4b5a253cf287-m.webp|https://image.leilaoimovel.com.br/images/73/apartamento-caixa-em-porto-alegre-rs-2435173-imovel-2435173-a02f825f19b343b92a6c6f7c204d4b5a253cf287-m.webp;https://image.leilaoimovel.com.br/images/73/apartamento-caixa-em-porto-alegre-rs-2435173-imovel-2435173-a02f825f19b343b92a6c6f7c204d4b5a253cf287-m.webp|Apartamento Caixa em Porto Alegre / RS - 2435173|Apartamento Caixa em Porto Alegre / RS - 2435173 RUA AUGUSTO SEVERO,N. 125 APTO. 205 BOX VG, VG, SAO JOAO - CEP: 90240-480, PORTO ALEGRE - RIO GRANDE DO SUL|Venda|363269.15|Apartamento|Financiamento|RUA AUGUSTO SEVERO,N. 125 APTO. 205 BOX VG, VG, SAO JOAO - CEP: 90240-480, PORTO ALEGRE - RIO GRANDE DO SUL|
129|https://image.leilaoimovel.com.br/images/18/apartamento-caixa-em-porto-alegre-rs-1661318-imovel-1661318-0363775ba803f31313e82f5d6e0aaeee07dd8734-m.webp|https://image.leilaoimovel.com.br/images/18/apartamento-caixa-em-porto-alegre-rs-1661318-imovel-1661318-0363775ba803f31313e82f5d6e0aaeee07dd8734-m.webp;https://image.leilaoimovel.com.br/images/18/apartamento-caixa-em-porto-alegre-rs-1661318-imovel-1661318-0363775ba803f31313e82f5d6e0aaeee07dd8734-m.webp|Apartamento Caixa em Porto Alegre / RS - 1661318|Apartamento Caixa em Porto Alegre / RS - 1661318 RUA IRMAO FELIX ROBERTO,N. 100 APTO. 1314 TORRE C, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|Venda|146360.65|Apartamento|Fgts|RUA IRMAO FELIX ROBERTO,N. 100 APTO. 1314 TORRE C, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|
130|https://image.leilaoimovel.com.br/images/11/apartamento-caixa-em-porto-alegre-rs-1661311-imovel-1661311-0ba6eebe11fbeb9b920a18068c7eb43cf338e364-m.webp|https://image.leilaoimovel.com.br/images/11/apartamento-caixa-em-porto-alegre-rs-1661311-imovel-1661311-0ba6eebe11fbeb9b920a18068c7eb43cf338e364-m.webp;https://image.leilaoimovel.com.br/images/11/apartamento-caixa-em-porto-alegre-rs-1661311-imovel-1661311-0ba6eebe11fbeb9b920a18068c7eb43cf338e364-m.webp|Apartamento Caixa em Porto Alegre / RS - 1661311|Apartamento Caixa em Porto Alegre / RS - 1661311 RUA IRMAO FELIX ROBERTO,N. 100 APTO. 418 TORRE C BOX 36, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|Venda|146360.65|Apartamento|Fgts|RUA IRMAO FELIX ROBERTO,N. 100 APTO. 418 TORRE C BOX 36, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|
131|https://image.leilaoimovel.com.br/images/10/apartamento-caixa-em-porto-alegre-rs-1661310-imovel-1661310-252a1b336f8bbcff91f0a91f7c11d69b647d1a08-m.webp|https://image.leilaoimovel.com.br/images/10/apartamento-caixa-em-porto-alegre-rs-1661310-imovel-1661310-252a1b336f8bbcff91f0a91f7c11d69b647d1a08-m.webp;https://image.leilaoimovel.com.br/images/10/apartamento-caixa-em-porto-alegre-rs-1661310-imovel-1661310-252a1b336f8bbcff91f0a91f7c11d69b647d1a08-m.webp|Apartamento Caixa em Porto Alegre / RS - 1661310|Apartamento Caixa em Porto Alegre / RS - 1661310 RUA IRMAO FELIX ROBERTO,N. 100 APTO. 318 TORRE C BOX 30, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|Venda|146360.65|Apartamento|Fgts|RUA IRMAO FELIX ROBERTO,N. 100 APTO. 318 TORRE C BOX 30, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|
132|https://image.leilaoimovel.com.br/images/97/apartamento-caixa-em-porto-alegre-rs-1637997-imovel-1637997-2ce452c997d8db47431536da17369160d7124b65-m.webp|https://image.leilaoimovel.com.br/images/97/apartamento-caixa-em-porto-alegre-rs-1637997-imovel-1637997-2ce452c997d8db47431536da17369160d7124b65-m.webp;https://image.leilaoimovel.com.br/images/97/apartamento-caixa-em-porto-alegre-rs-1637997-imovel-1637997-2ce452c997d8db47431536da17369160d7124b65-m.webp|Apartamento Caixa em Porto Alegre / RS - 1637997|Apartamento Caixa em Porto Alegre / RS - 1637997 RUA IRMAO FELIX ROBERTO,N. 100 APTO. 816 TORRE C BOX 113, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|Venda|113309.16|Apartamento|Fgts|RUA IRMAO FELIX ROBERTO,N. 100 APTO. 816 TORRE C BOX 113, HUMAITA - CEP: 90250-170, PORTO ALEGRE - RIO GRANDE DO SUL|
